lambda_m ,Eph_J,a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
3.5400000000000000E-07,5.6114202752542400E-19,3.1229935976718800E-02,2.7471730000000000E-02,3.0355070000000000E-02,2.8670730000000000E-02,2.3282500000000000E-02,1.2277430000000000E-02,8.3419380000000000E-03,5.0114830000000000E-03,4.3075870000000000E-03
3.5500000000000000E-07,5.5956134575774700E-19,3.1376128046562400E-02,2.8628220000000000E-02,3.1004330000000000E-02,2.7119140000000000E-02,2.3921710000000000E-02,1.1592200000000000E-02,8.3675300000000000E-03,4.7208780000000000E-03,1.0778800000000000E-03
3.5600000000000000E-07,5.5798954422471900E-19,3.1081697344488900E-02,2.7984590000000000E-02,2.9780450000000000E-02,2.4845730000000000E-02,2.3448040000000000E-02,9.5496770000000000E-03,6.7884950000000000E-03,3.6318340000000000E-03,9.7241190000000000E-03
3.5700000000000000E-07,5.5642654830252100E-19,3.0666332484539800E-02,2.6866450000000000E-02,2.7449560000000000E-02,2.4006500000000000E-02,2.0350590000000000E-02,8.1050800000000000E-03,5.5322870000000000E-03,3.1176010000000000E-03,4.3512890000000000E-03
3.5800000000000000E-07,5.5487228420111700E-19,3.0610155692979300E-02,2.6980780000000000E-02,2.6189990000000000E-02,2.4963850000000000E-02,1.8473350000000000E-02,6.2627180000000000E-03,4.3045960000000000E-03,2.9233230000000000E-03,1.0958340000000000E-03
3.5900000000000000E-07,5.5332667895264600E-19,3.0658622771917100E-02,2.6601250000000000E-02,2.7220880000000000E-02,2.6517980000000000E-02,1.9037980000000000E-02,7.2215210000000000E-03,5.2741730000000000E-03,3.2135660000000000E-03,6.6256290000000000E-03
3.6000000000000000E-07,5.5178966040000000E-19,3.0661583697234300E-02,2.6124920000000000E-02,2.9224400000000000E-02,2.6098370000000000E-02,2.2708420000000000E-02,1.0177190000000000E-02,6.6031350000000000E-03,3.2130240000000000E-03,1.1126960000000000E-03
3.6100000000000000E-07,5.5026115718559600E-19,3.0448321571480500E-02,2.5946650000000000E-02,2.7619980000000000E-02,2.5438510000000000E-02,2.0891210000000000E-02,9.7041810000000000E-03,6.7643660000000000E-03,3.2554940000000000E-03,9.4280360000000000E-03
3.6200000000000000E-07,5.4874109874033100E-19,3.0455379410694800E-02,2.6446370000000000E-02,2.7786760000000000E-02,2.6315650000000000E-02,2.0885750000000000E-02,9.7348630000000000E-03,6.7369450000000000E-03,3.8635230000000000E-03,7.5703260000000000E-03
3.6300000000000000E-07,5.4722941527272700E-19,3.0306499090578400E-02,2.6973110000000000E-02,2.7825360000000000E-02,2.6706460000000000E-02,2.1213900000000000E-02,1.0245130000000000E-02,7.3489630000000000E-03,3.8158110000000000E-03,3.4268770000000000E-03
3.6400000000000000E-07,5.4572603775824200E-19,3.0362088395780300E-02,2.6759780000000000E-02,2.7697540000000000E-02,2.7266430000000000E-02,2.1605000000000000E-02,1.0623900000000000E-02,7.1738400000000000E-03,3.8805110000000000E-03,8.2681060000000000E-03
3.6500000000000000E-07,5.4423089792876700E-19,3.0264964350673000E-02,2.7466980000000000E-02,2.9089300000000000E-02,2.8903320000000000E-02,2.3050760000000000E-02,1.2090050000000000E-02,8.5678800000000000E-03,4.5506360000000000E-03,7.3423460000000000E-03
3.6600000000000000E-07,5.4274392826229500E-19,3.0210345818181800E-02,2.7880850000000000E-02,3.0062290000000000E-02,2.9313090000000000E-02,2.4842140000000000E-02,1.4359400000000000E-02,1.0218570000000000E-02,5.4965470000000000E-03,1.2140490000000000E-02
3.6700000000000000E-07,5.4126506197275200E-19,3.0163623135685700E-02,2.7062610000000000E-02,3.0323020000000000E-02,2.8629900000000000E-02,2.5418410000000000E-02,1.5154200000000000E-02,1.0221500000000000E-02,4.7143720000000000E-03,4.3775110000000000E-03
3.6800000000000000E-07,5.3979423300000000E-19,2.9917001091305900E-02,2.7004890000000000E-02,2.8657060000000000E-02,2.8702080000000000E-02,2.3596110000000000E-02,1.2262450000000000E-02,8.5605680000000000E-03,4.1197900000000000E-03,8.6719880000000000E-03
3.6900000000000000E-07,5.3833137600000000E-19,2.9956047653692200E-02,2.6320340000000000E-02,3.0028060000000000E-02,2.9032740000000000E-02,2.4082880000000000E-02,1.2994430000000000E-02,8.8742540000000000E-03,4.6164200000000000E-03,2.1182490000000000E-03
3.7000000000000000E-07,5.3687642633513500E-19,3.0613310658421200E-02,2.7024980000000000E-02,2.9712720000000000E-02,2.7974050000000000E-02,2.4388110000000000E-02,1.3345440000000000E-02,8.7207010000000000E-03,4.4111170000000000E-03,2.0713050000000000E-03
3.7100000000000000E-07,5.3542932006469000E-19,3.0952683157511800E-02,2.7611270000000000E-02,3.0352150000000000E-02,2.7039310000000000E-02,2.4929450000000000E-02,1.2588990000000000E-02,8.1309850000000000E-03,4.0485840000000000E-03,3.0433170000000000E-03
3.7200000000000000E-07,5.3398999393548400E-19,3.1892388141142200E-02,2.9810290000000000E-02,3.0721030000000000E-02,2.6352830000000000E-02,2.3242490000000000E-02,1.0428490000000000E-02,6.8846490000000000E-03,3.7008710000000000E-03,7.9392460000000000E-03
3.7300000000000000E-07,5.3255838537265400E-19,3.6673127682793900E-02,3.0680760000000000E-02,2.8518320000000000E-02,2.5237630000000000E-02,2.0115210000000000E-02,7.7913240000000000E-03,5.2109230000000000E-03,3.3574950000000000E-03,5.9409590000000000E-03
3.7400000000000000E-07,5.3113443247058800E-19,3.8650581818181800E-02,3.0579580000000000E-02,2.9135910000000000E-02,2.5694070000000000E-02,2.0520490000000000E-02,6.9106860000000000E-03,4.6486280000000000E-03,2.9224190000000000E-03,3.9470440000000000E-03
3.7500000000000000E-07,5.2971807398400000E-19,3.2116435067297200E-02,3.3272110000000000E-02,3.1396150000000000E-02,2.7664170000000000E-02,2.1656650000000000E-02,8.4005750000000000E-03,5.4046920000000000E-03,3.5491710000000000E-03,2.9489930000000000E-03
3.7600000000000000E-07,5.2830924931914900E-19,4.7593600000000000E-02,3.3620950000000000E-02,3.2146660000000000E-02,2.9722490000000000E-02,2.2851760000000000E-02,9.2428600000000000E-03,6.1658750000000000E-03,3.5494240000000000E-03,6.8510600000000000E-03
3.7700000000000000E-07,5.2690789852519900E-19,3.3330661818181700E-02,3.6152030000000000E-02,3.2532650000000000E-02,3.1503380000000000E-02,2.4437230000000000E-02,1.1605350000000000E-02,8.1404910000000000E-03,4.8600360000000000E-03,6.8871140000000000E-03
3.7800000000000000E-07,5.2551396228571400E-19,5.3705776646053300E-02,4.1909310000000000E-02,3.5807400000000000E-02,3.0781180000000000E-02,2.8141860000000000E-02,1.4005100000000000E-02,9.3305250000000000E-03,5.2348580000000000E-03,5.7148000000000000E-03
3.7900000000000000E-07,5.2412738191029000E-19,5.5029029101491600E-02,4.0758650000000000E-02,3.4241220000000000E-02,3.0121320000000000E-02,2.6190410000000000E-02,1.2086030000000000E-02,7.9854760000000000E-03,4.7620840000000000E-03,6.5287550000000000E-03
3.8000000000000000E-07,5.2274809932631600E-19,3.4896469625318300E-02,3.9030850000000000E-02,3.3307910000000000E-02,3.1259490000000000E-02,2.4380840000000000E-02,1.0317080000000000E-02,7.6396170000000000E-03,4.7967820000000000E-03,7.2549410000000000E-03
3.8100000000000000E-07,5.2137605707086600E-19,6.3111813022917200E-02,4.7914610000000000E-02,3.7616110000000000E-02,2.8196430000000000E-02,2.6257350000000000E-02,1.0332060000000000E-02,7.0425890000000000E-03,4.5636480000000000E-03,5.2624820000000000E-03
3.8200000000000000E-07,5.2001119828272300E-19,7.0936118952346300E-02,4.9967520000000000E-02,3.7066250000000000E-02,2.3820940000000000E-02,2.2426830000000000E-02,7.5100750000000000E-03,5.1908150000000000E-03,3.6802680000000000E-03,6.6332770000000000E-03
3.8300000000000000E-07,5.1865346669451700E-19,4.8610819570752700E-02,3.8713050000000000E-02,2.9019020000000000E-02,2.5116600000000000E-02,1.7665700000000000E-02,5.7141000000000000E-03,4.2654770000000000E-03,3.4973750000000000E-03,6.8295720000000000E-03
3.8400000000000000E-07,5.1730280662500000E-19,4.0460126591488200E-02,3.9520330000000000E-02,2.9815040000000000E-02,2.9446520000000000E-02,1.8060070000000000E-02,6.7448590000000000E-03,5.2781940000000000E-03,4.3832850000000000E-03,7.0214980000000000E-03
3.8500000000000000E-07,5.1595916297142900E-19,7.0672967272727500E-02,5.2155590000000000E-02,3.7994820000000000E-02,3.1709360000000000E-02,2.2673860000000000E-02,7.7387260000000000E-03,5.6664630000000000E-03,4.6005160000000000E-03,4.1265870000000000E-03
3.8600000000000000E-07,5.1462248120207300E-19,8.1326989090909100E-02,6.0926110000000000E-02,4.1323090000000000E-02,3.1367770000000000E-02,2.4006110000000000E-02,7.3661630000000000E-03,5.5655570000000000E-03,4.1555730000000000E-03,8.7590270000000000E-03
3.8700000000000000E-07,5.1329270734883700E-19,8.0382084000000000E-02,5.7945370000000000E-02,4.0165120000000000E-02,2.9660520000000000E-02,2.3742360000000000E-02,7.8512260000000000E-03,5.6529360000000000E-03,4.5806360000000000E-03,1.3214840000000000E-02
3.8800000000000000E-07,5.1196978800000000E-19,6.1679262545455200E-02,4.4101030000000000E-02,3.5555050000000000E-02,2.8571570000000000E-02,2.3480780000000000E-02,8.2011440000000000E-03,5.9903870000000000E-03,3.3406870000000000E-03,1.2945710000000000E-03
3.8900000000000000E-07,5.1065367029305900E-19,3.4895327272727400E-02,3.8121280000000000E-02,3.1740270000000000E-02,3.1023980000000000E-02,2.2807010000000000E-02,1.0087340000000000E-02,7.2677990000000000E-03,4.5293110000000000E-03,1.2734110000000000E-03
3.9000000000000000E-07,5.0934430190769200E-19,6.1085666787922700E-02,4.9251560000000000E-02,3.5501520000000000E-02,3.3103450000000000E-02,2.4921810000000000E-02,1.1851170000000000E-02,8.1788790000000000E-03,5.0078690000000000E-03,8.1493810000000000E-03
3.9100000000000000E-07,5.0804163105882400E-19,8.0670890545454400E-02,5.9490540000000000E-02,4.1130100000000000E-02,2.9691500000000000E-02,2.7412430000000000E-02,1.3132860000000000E-02,8.8442740000000000E-03,5.1318460000000000E-03,6.1656620000000000E-03
3.9200000000000000E-07,5.0674560648979600E-19,8.6541595853037500E-02,5.8789180000000000E-02,3.9953910000000000E-02,2.4062650000000000E-02,2.6762670000000000E-02,1.2885580000000000E-02,7.9650020000000000E-03,4.5538890000000000E-03,1.1523200000000000E-02
3.9300000000000000E-07,5.0545617746564900E-19,8.5357059658057500E-02,5.3667870000000000E-02,2.8856250000000000E-02,2.5680940000000000E-02,1.6578650000000000E-02,9.0711890000000000E-03,6.5705970000000000E-03,4.5152140000000000E-03,7.3703880000000000E-03
3.9400000000000000E-07,5.0417329376649700E-19,8.4668656966169500E-02,5.5417590000000000E-02,2.9155940000000000E-02,3.1044040000000000E-02,1.6345810000000000E-02,9.1606770000000000E-03,6.9208430000000000E-03,4.8669040000000000E-03,1.0971450000000000E-02
3.9500000000000000E-07,5.0289690568101300E-19,7.9867565090908900E-02,5.7360920000000000E-02,3.9990320000000000E-02,2.9233980000000000E-02,2.5432230000000000E-02,1.3352380000000000E-02,9.2376620000000000E-03,4.8199150000000000E-03,8.9618790000000000E-03
3.9600000000000000E-07,5.0162696400000000E-19,6.2433880000000100E-02,4.4017010000000000E-02,3.5667570000000000E-02,2.5960560000000000E-02,2.3835490000000000E-02,1.3022920000000000E-02,8.5656860000000000E-03,5.1202790000000000E-03,8.3332950000000000E-03
3.9700000000000000E-07,5.0036342001007500E-19,3.4482889778101100E-02,3.6725890000000000E-02,2.8332970000000000E-02,3.2533280000000000E-02,1.7938920000000000E-02,1.0634490000000000E-02,7.8929780000000000E-03,6.2920950000000000E-03,1.5375190000000000E-02
3.9800000000000000E-07,4.9910622548743700E-19,5.6540742545454800E-02,4.9434200000000000E-02,3.7965680000000000E-02,3.8986410000000000E-02,2.5572660000000000E-02,1.6064790000000000E-02,1.2110930000000000E-02,7.3883680000000000E-03,8.5386950000000000E-03
3.9900000000000000E-07,4.9785533269172900E-19,7.6232807999999800E-02,6.1415600000000000E-02,4.7229510000000000E-02,4.0050940000000000E-02,3.3469080000000000E-02,2.1370160000000000E-02,1.4773610000000000E-02,8.4929540000000000E-03,1.8737350000000000E-02
4.0000000000000000E-07,4.9661069436000000E-19,8.3352801018552200E-02,7.0149590000000000E-02,5.0339300000000000E-02,4.1122760000000000E-02,3.5706490000000000E-02,2.2497720000000000E-02,1.5807530000000000E-02,9.1240430000000000E-03,1.1622620000000000E-02
4.0100000000000000E-07,4.9537226370074800E-19,8.5806995636363600E-02,7.1501150000000000E-02,5.1439020000000000E-02,4.1768030000000000E-02,3.6117580000000000E-02,2.3737400000000000E-02,1.6907620000000000E-02,9.5534440000000000E-03,1.9241380000000000E-02
4.0200000000000000E-07,4.9413999438806000E-19,8.6410336122226300E-02,7.2633530000000000E-02,5.2043500000000000E-02,4.1527420000000000E-02,3.6853570000000000E-02,2.4608180000000000E-02,1.7444690000000000E-02,1.0151280000000000E-02,1.0526420000000000E-02
4.0300000000000000E-07,4.9291384055583100E-19,8.5873530909090900E-02,7.4028930000000000E-02,5.1406250000000000E-02,4.1319620000000000E-02,3.6609820000000000E-02,2.2839970000000000E-02,1.6047360000000000E-02,9.6864570000000000E-03,9.6170490000000000E-03
4.0400000000000000E-07,4.9169375679207900E-19,8.5987693090909100E-02,7.4869100000000000E-02,4.9447150000000000E-02,4.0907660000000000E-02,3.4833710000000000E-02,1.9906570000000000E-02,1.4663560000000000E-02,9.2118760000000000E-03,1.2057820000000000E-02
4.0500000000000000E-07,4.9047969813333300E-19,8.4749548563113900E-02,7.4233490000000000E-02,4.9698410000000000E-02,4.1370660000000000E-02,3.6227460000000000E-02,2.1600640000000000E-02,1.6004220000000000E-02,1.0665260000000000E-02,9.1993280000000000E-03
4.0600000000000000E-07,4.8927162005911300E-19,8.2905397818181800E-02,7.2870980000000000E-02,4.8835390000000000E-02,4.2504450000000000E-02,3.4959590000000000E-02,2.1238670000000000E-02,1.5919040000000000E-02,1.0531160000000000E-02,1.1537760000000000E-02
4.0700000000000000E-07,4.8806947848648600E-19,8.0392809090909100E-02,6.6566130000000000E-02,4.7983290000000000E-02,4.3959060000000000E-02,3.5766510000000000E-02,2.0089930000000000E-02,1.5114350000000000E-02,1.0702850000000000E-02,1.3309890000000000E-02
4.0800000000000000E-07,4.8687322976470600E-19,7.5513179701709600E-02,5.8803800000000000E-02,4.7076570000000000E-02,4.2715900000000000E-02,3.7446570000000000E-02,2.2890370000000000E-02,1.7283100000000000E-02,1.1586950000000000E-02,1.2444590000000000E-02
4.0900000000000000E-07,4.8568283066992700E-19,6.1977364859949100E-02,4.7607770000000000E-02,4.4979100000000000E-02,3.9788450000000000E-02,3.8388830000000000E-02,2.6047300000000000E-02,1.9997690000000000E-02,1.2583830000000000E-02,1.0986390000000000E-02
4.1000000000000000E-07,4.8449823840000000E-19,3.5830963259367400E-02,4.0287430000000000E-02,3.9516940000000000E-02,4.0707150000000000E-02,3.5296840000000000E-02,2.5161910000000000E-02,1.8846040000000000E-02,1.1348040000000000E-02,1.1141890000000000E-02
4.1100000000000000E-07,4.8331941056934300E-19,4.8215127682794300E-02,4.8689020000000000E-02,4.2506560000000000E-02,4.2220090000000000E-02,3.6653470000000000E-02,2.4921210000000000E-02,1.8971810000000000E-02,1.1578280000000000E-02,9.3552000000000000E-03
4.1200000000000000E-07,4.8214630520388300E-19,6.7620016363635900E-02,6.0736160000000000E-02,4.9013820000000000E-02,4.2077910000000000E-02,3.9221950000000000E-02,2.6277780000000000E-02,1.9523510000000000E-02,1.2169970000000000E-02,7.5211610000000000E-03
4.1300000000000000E-07,4.8097888073607800E-19,7.4943311272727200E-02,6.7859250000000000E-02,4.9661990000000000E-02,4.2683090000000000E-02,3.8075960000000000E-02,2.4485450000000000E-02,1.8501280000000000E-02,1.2479370000000000E-02,8.6497720000000000E-03
4.1400000000000000E-07,4.7981709600000000E-19,7.8725074572571900E-02,7.1358690000000000E-02,5.1089440000000000E-02,4.3248160000000000E-02,3.7948630000000000E-02,2.2419190000000000E-02,1.7235200000000000E-02,1.1797320000000000E-02,1.3321180000000000E-02
4.1500000000000000E-07,4.7866091022650600E-19,7.9493451272727300E-02,7.0379720000000000E-02,5.0474040000000000E-02,4.3160670000000000E-02,3.8305150000000000E-02,2.2111270000000000E-02,1.7255310000000000E-02,1.2385750000000000E-02,1.2371750000000000E-02
4.1600000000000000E-07,4.7751028303846200E-19,7.9820329090909100E-02,7.1176050000000000E-02,5.0597850000000000E-02,4.2325810000000000E-02,3.8879970000000000E-02,2.3556600000000000E-02,1.8248650000000000E-02,1.2553110000000000E-02,1.5031400000000000E-02
4.1700000000000000E-07,4.7636517444604300E-19,7.9192150545454500E-02,6.9645500000000000E-02,4.8423900000000000E-02,4.1760740000000000E-02,3.7817660000000000E-02,2.3596780000000000E-02,1.8084130000000000E-02,1.2221660000000000E-02,1.2619400000000000E-02
4.1800000000000000E-07,4.7522554484210500E-19,7.8467165878501300E-02,6.8432750000000000E-02,4.7127550000000000E-02,4.1775330000000000E-02,3.6280570000000000E-02,2.1973210000000000E-02,1.7257870000000000E-02,1.2131660000000000E-02,9.2350190000000000E-03
4.1900000000000000E-07,4.7409135499761300E-19,7.8822909057839200E-02,7.0660990000000000E-02,4.8769840000000000E-02,4.1808130000000000E-02,3.7526610000000000E-02,2.2411520000000000E-02,1.7270300000000000E-02,1.2162740000000000E-02,7.8740570000000000E-03
4.2000000000000000E-07,4.7296256605714300E-19,7.7955608886389300E-02,7.2374190000000000E-02,4.9021100000000000E-02,4.2216450000000000E-02,3.7741250000000000E-02,2.2707370000000000E-02,1.7472480000000000E-02,1.2079610000000000E-02,7.6082010000000000E-03
4.2100000000000000E-07,4.7183913953444200E-19,7.7877882258293800E-02,7.0547750000000000E-02,4.9731180000000000E-02,4.1953960000000000E-02,3.8010470000000000E-02,2.3876570000000000E-02,1.8427430000000000E-02,1.1762980000000000E-02,1.1758830000000000E-02
4.2200000000000000E-07,4.7072103730805700E-19,7.6998785777146900E-02,7.0149590000000000E-02,4.8165360000000000E-02,4.1155570000000000E-02,3.6526140000000000E-02,2.2032010000000000E-02,1.5204650000000000E-02,8.1531930000000000E-03,6.5294840000000000E-03
4.2300000000000000E-07,4.6960822161702100E-19,7.5763946229933900E-02,6.9145060000000000E-02,4.7469850000000000E-02,4.1053490000000000E-02,3.5212440000000000E-02,2.1518820000000000E-02,1.4135270000000000E-02,7.2868010000000000E-03,4.7588130000000000E-03
4.2400000000000000E-07,4.6850065505660400E-19,7.5591989861143800E-02,6.6876620000000000E-02,4.7935950000000000E-02,4.0907660000000000E-02,3.7399270000000000E-02,2.4064670000000000E-02,1.7082750000000000E-02,1.0348630000000000E-02,1.0177170000000000E-02
4.2500000000000000E-07,4.6739830057411800E-19,7.4890094133395900E-02,6.6865670000000000E-02,4.8045190000000000E-02,4.0404560000000000E-02,3.7060940000000000E-02,2.4160010000000000E-02,1.6989520000000000E-02,1.0449470000000000E-02,8.3110800000000000E-03
4.2600000000000000E-07,4.6630112146478900E-19,7.4639512521657700E-02,6.7216340000000000E-02,4.9075720000000000E-02,3.9952510000000000E-02,3.7057300000000000E-02,2.3612850000000000E-02,1.6787340000000000E-02,1.1525510000000000E-02,6.2228390000000000E-03
4.2700000000000000E-07,4.6520908136768100E-19,7.3987956735218500E-02,6.7797150000000000E-02,4.7746600000000000E-02,3.9471280000000000E-02,3.5879290000000000E-02,2.2991180000000000E-02,1.6806720000000000E-02,1.1607200000000000E-02,8.9312870000000000E-03
